unique_transaction_id,account_title,recipient_name,recipient_city_name,recipient_county_name,recipient_zip,recipient_type,action_type,agency_code,fed_funding_amount,non_fed_funding_amount,total_funding_amount,obligation_action_date,starting_date,ending_date,principal_place_state,principal_place_cc,principal_place_zip,agency_name,project_description,receip_addr1,receip_addr2,face_loan_guran,orig_sub_guran,recip_cat_type,maj_agency_cat,recipient_country_code,serialid
8c1509e1a772923b41121bffe4c110ac,"Energy Efficiency and Renewable Energy, Recovery Act","SAN DIEGO, CITY OF",SAN DIEGO,San Diego,921231686,02: City or township government,A: New assistance action,"8900: ENERGY, DEPARTMENT OF",400000.0,435000.0,835000.0,2010-01-06,2010-01-06,2012-06-30,CALIFORNIA,SAN DIEGO,921010300,"ENERGY, DEPARTMENT OF",TAS::89 0331::TAS RECOVERY    RECOVERY ACT: FIRE SAFE AND ENERGY INDEPENDENT COMMUNITIES & MULTIFAMILY AFFORDABLE HOUSING SOLAR RESEARCH,9601 RIDGEHAVEN CT FRNT,,0.0,0.0,g: Government,"8900: ENERGY, DEPARTMENT OF",,32353
69ff975e80f802491abaa47568726a9f,"Energy Efficiency and Renewable Energy, Recovery Act",SALT LAKE CITY CORPORATION,SALT LAKE CITY,SALT LAKE,841113102,02: City or township government,A: New assistance action,"8900: ENERGY, DEPARTMENT OF",267700.0,112318.0,380018.0,2010-01-20,2010-01-20,2011-12-31,UTAH,SALT LAKE CITY,841011000,"ENERGY, DEPARTMENT OF",TAS::89 0331::TAS RECOVERY    RECOVERY ACT: SOLAR SALT LAKE PROJECT,451 S STATE ST RM 248,,0.0,0.0,g: Government,"8900: ENERGY, DEPARTMENT OF",,32364
2d6f9e25f9a67321e80e79e4914bec1f,"Energy Efficiency and Renewable Energy, Recovery Act","ULTRASONIC TECHNOLOGIES, INC",TAMPA,Hillsborough,336129446,23: Small business,A: New assistance action,"8900: ENERGY, DEPARTMENT OF",1439161.0,0.0,1439161.0,2010-09-29,2010-09-29,2012-12-31,FLORIDA,TAMPA,336010001,"ENERGY, DEPARTMENT OF",TAS::89 0331::TAS RECOVERY  PHASE III XLERATOR : RESONANCE ULTRASONIC VIBRATION (RUV) TECHNOLOGY AS AN INDUSTRIAL TOOL FOR SILICON SOLAR MANUFACTURIN,2622 CYPREFL RIDGE BLVD STE 103,,0.0,0.0,f: For-Profit Organization,"8900: ENERGY, DEPARTMENT OF",,32450
f7ee4478d63dfb75e07ad8bba1071b29,"Energy Efficiency and Renewable Energy, Recovery Act","SILEVO, INC",FREMONT,San Bernardino,945386415,22: Profit organization,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)","8900: ENERGY, DEPARTMENT OF",725000.0,0.0,725000.0,2010-01-27,2009-09-16,2012-09-30,CALIFORNIA,FREMONT,945386415,"ENERGY, DEPARTMENT OF","TAS::89 0331::TAS RECOVERY    RECOVERY ACT: LOW-COST, HIGH-THROUGHPUT SI EPITAXY SYSTEM FOR SOLAR CELL MANUFACTURING",45655 NORTHPORT LOOP E,,0.0,0.0,f: For-Profit Organization,"8900: ENERGY, DEPARTMENT OF",,32476
e16a9688bc9d538ab7d83aa43e216865,Science,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MIDDLESEX,021394307,20: Private higher education,A: New assistance action,"8900: ENERGY, DEPARTMENT OF",195539.0,0.0,195539.0,2010-09-14,2010-09-14,2013-08-31,MASSACHUSETTS,CAMBRIDGE,021380004,"ENERGY, DEPARTMENT OF",TAS::89 0222::TAS NEW; SOFTWARE SYNTHESIS FOR HIGH PRODUCTIVITY EXASCALE COMPUTING; PI - ARMANDO SOLAR LEZAMA,77 MASSACHUSETTS AVE,,0.0,0.0,h: Higher Education,"8900: ENERGY, DEPARTMENT OF",,32478
a82be10d178f7ab8e529db2e94cee1ea,Energy Efficiency and Renewable Energy,"PENNSYLVANIA STATE UNIVERSITY, THE",UNIVERSITY PARK,CENTRE,168020000,06: State controlled institution of higher education,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)","8900: ENERGY, DEPARTMENT OF",121565.0,307964.0,429529.0,2009-12-29,2008-08-26,2011-04-30,PENNSYLVANIA,UNIVERSITY PARK,168020000,"ENERGY, DEPARTMENT OF","TIO2 NANOTUBE ARRAY-ORGANIC SEMICONDUCTOR HETEROJUNCTION SOLAR CELLS FOR EFFICIENT, LOW COST, LARGE AREA SCALABLE SOLAR ENERGY CONVERSION",408 OLD MAIN,,0.0,0.0,h: Higher Education,"8900: ENERGY, DEPARTMENT OF",,32491
767c80f570241a6459d1683eb8618def,Energy Efficiency and Renewable Energy,"REGENTS OF THE UNIVERSITY OF COLORADO, THE",BOULDER,BOULDER,803090000,06: State controlled institution of higher education,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)","8900: ENERGY, DEPARTMENT OF",0.0,149093.0,149093.0,2009-11-17,2008-03-12,2011-07-31,COLORADO,BOULDER,803090572,"ENERGY, DEPARTMENT OF","NEW AWARD, ""EXCITON FISSION FOR AN ULTRA-HIGH EFFICIENCY, LOW COST SOLAR CELL""","3100 MARINE ST RM 479, 572 UCB",,0.0,0.0,h: Higher Education,"8900: ENERGY, DEPARTMENT OF",,32499
a7ff0b96861421637e207aa50eb86ff4,Energy Efficiency and Renewable Energy,ALCOA INC.,ALCOA CENTER,Westmoreland,150690000,22: Profit organization,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)","8900: ENERGY, DEPARTMENT OF",279150.0,125415.0,404565.0,2010-02-19,2008-05-01,2013-01-31,PENNSYLVANIA,ALCOA CENTER,150690000,"ENERGY, DEPARTMENT OF",REFLECTOR TECHNOLOGY DEVELOPMENT AND SYSTEM DESIGN FOR CONCENTRATING SOLAR POWER TECHNOLOGIES,100 TECHNICAL DR,,0.0,0.0,f: For-Profit Organization,"8900: ENERGY, DEPARTMENT OF",,32513
b79c0ed493a8a7c3f6df7432efbf7014,Energy Efficiency and Renewable Energy,UNIVERSITY OF ARIZONA,TUCSON,Pima,857210000,06: State controlled institution of higher education,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)","8900: ENERGY, DEPARTMENT OF",900000.0,500000.0,1400000.0,2010-08-20,2008-07-09,2012-06-30,ARIZONA,TUCSON,857210000,"ENERGY, DEPARTMENT OF",DEVELOPMENT OF CONCENTRATOR PHOTOVOLTAIC SYSTEMS FOR SOLAR ELECTRICITY,888 N EUCLID AVE,,0.0,0.0,h: Higher Education,"8900: ENERGY, DEPARTMENT OF",,35563
f8d39fdeb77fe3b6905c9ea05e48a8b5,Science,COLNATEC  LLC,GILBERT,MARICOPA,852331723,23: Small business,A: New assistance action,"8900: ENERGY, DEPARTMENT OF",99921.0,0.0,99921.0,2010-07-15,2010-07-15,2011-03-18,SOUTH CAROLINA,GREENVILLE,290010000,"ENERGY, DEPARTMENT OF",TAS::89 0222::TAS  NEW PHASE I 2010 SBIR; TITLE: SELF CLEANING PROCESS CONTROL SENSOR FOR THIN FILM SOLAR CELL MANUFCATURING; PI: SCOTT GRIMSHAW,511 W Guadalupe Rd Ste 23,,0.0,0.0,f: For-Profit Organization,"8900: ENERGY, DEPARTMENT OF",,38240
f05b46eafb129e5807a38259cc0eb33a,"Science, Recovery Act","NRGTEK, INC.",YORBA LINDA,ORANGE,928861784,23: Small business,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)","8900: ENERGY, DEPARTMENT OF",149918.0,0.0,149918.0,2010-02-09,2010-02-09,2012-08-31,CALIFORNIA,YORBA LINDA,928850001,"ENERGY, DEPARTMENT OF",TAS::89 0227::TAS RECOVERY; NEW PHASE I SBIR: RECOVERY ACT; TITLE: RECOVERY ACT - A SOLAR-ASSISTED SEAWATER DESALINATION SYSTEM; PI: SUBRAMANIAN IYER,17120 Fremont Ln,,0.0,0.0,f: For-Profit Organization,"8900: ENERGY, DEPARTMENT OF",,39944
81b11c23a648c31f1ea7eaa70abd6b3b,Weapons Activities,"HARVARD COLLEGE, PRESIDENT & FELLOWS OF",CAMBRIDGE,MIDDLESEX,021383846,00: State government,A: New assistance action,"8900: ENERGY, DEPARTMENT OF",150000.0,0.0,150000.0,2010-01-06,2010-01-06,2013-01-03,MASSACHUSETTS,CAMBRIDGE,021383846,"ENERGY, DEPARTMENT OF","""EXPERIMENTAL STUDIES OF HIGH-ENERGY PROCESSING OF PROTO-PLANETARY AND PLANETARY MATERIALS IN THE EARLY SOLAR SYSTEM""",1350 Mass Ave Ste 1017,0,0.0,0.0,g: Government,"8900: ENERGY, DEPARTMENT OF",,40526
0fd117cdbb75343826f212c3ef859ba1,Science,ALERS PHOTOVOLTAICS,MOFFETT FIELD NAVAL A,SANTA CLARA,950662508,23: Small business,A: New assistance action,"8900: ENERGY, DEPARTMENT OF",100000.0,0.0,100000.0,2010-07-23,2010-07-23,2011-03-18,CALIFORNIA,MOFFETT FIELD NAVAL AIR S,950662508,"ENERGY, DEPARTMENT OF",TAS::89 0222::TAS  NEW PHASE I 2010 SBIR; TITLE:   CELL RELIABILITY IN SOLAR MODULES MEASURED WITH AN ACTIVE SHADING SCREEN; PI: GLENN ALERS,,,0.0,0.0,f: For-Profit Organization,"8900: ENERGY, DEPARTMENT OF",,45116
b4efaa324861272627f4be83485ded65,Energy Efficiency and Renewable Energy,UNIVERSITY OF SOUTH FLORIDA,TAMPA,HILLSBOROUGH,336200000,06: State controlled institution of higher education,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)","8900: ENERGY, DEPARTMENT OF",299261.0,0.0,299261.0,2010-09-16,2008-03-06,2012-07-31,FLORIDA,TAMPA,336200000,"ENERGY, DEPARTMENT OF",NEW AWARD. THE NEXT GENERATION CDTE TECHNOLOGY: SUBSTRATE FOIL-BASED SOLAR CELLS.,4202 EAST FOWLER AVE,,0.0,0.0,h: Higher Education,"8900: ENERGY, DEPARTMENT OF",,45121
0d191e439daf340fead39c21360ab355,Science,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",BERKELEY,Alameda,947045940,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,113534.0,0.0,0.0,2010-06-03,2010-06-03,2012-05-04,CA,Berkeley,947045940,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,The onset of magnetospheric substorm is an explosive increase of dissipation of the energy transmitted into the magnetosphere from the solar wind. Th,2150 SHATTUCK AVE RM 313,,0.0,0.0,h: Higher Education,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,USA,46221
0e4b7e795aadd186d2c76f9348f47de3,Energy Efficiency and Renewable Energy,INTERNATIONAL CITY/COUNTY MANAGEMENT ASSOCIAT,WASHINGTON,DISTRICT OF COLUMBIA,200024290,12: Other nonprofit,A: New assistance action,"8900: ENERGY, DEPARTMENT OF",700000.0,0.0,700000.0,2010-09-02,2010-09-02,2013-07-31,DISTRICT OF COLUMBIA,WASHINGTON,200010001,"ENERGY, DEPARTMENT OF",TAS::89 0321::TAS      SOLAR AMERICA CITIES TECHNICAL OUTREACH TO LOCAL GOVERNMENTS,777 N CAPITOL ST NE STE 500,,0.0,0.0,n: Non-Profit Organization,"8900: ENERGY, DEPARTMENT OF",,48679
96d1fb8cc6c508142383de5128d2c4b7,Energy Efficiency and Renewable Energy,CREIGHTON UNIVERSITY,OMAHA,Douglas,681780002,06: State controlled institution of higher education,A: New assistance action,"8900: ENERGY, DEPARTMENT OF",1200000.0,0.0,1200000.0,2010-08-27,2010-08-27,2012-08-31,NEBRASKA,OMAHA,681010001,"ENERGY, DEPARTMENT OF",TAS::89 0321::TAS      CREIGHTON UNIVERSITY TRAINING & RESEARCH IN SOLAR POWER,2500 CALIFORNIA PLAZA,,0.0,0.0,h: Higher Education,"8900: ENERGY, DEPARTMENT OF",,48700
d03ce4341099266398d1f5e3e3a60fdc,"Energy Efficiency and Renewable Energy, Recovery Act",SEATTLE CITY LIGHT,SEATTLE,King,981244023,02: City or township government,A: New assistance action,"8900: ENERGY, DEPARTMENT OF",300000.0,300000.0,600000.0,2010-01-06,2010-01-06,2012-03-31,WASHINGTON,SEATTLE,981011000,"ENERGY, DEPARTMENT OF",TAS::89 0331::TAS RECOVERY    RECOVERY ACT: SEATTLE COMMUNITY SOLAR PROGRAM,700 5TH AVE STE 3200,,0.0,0.0,g: Government,"8900: ENERGY, DEPARTMENT OF",,48754
7b54450981205fb973c657f0549840c6,"Energy Efficiency and Renewable Energy, Recovery Act","HOUSTON COMMUNITY COLLEGE, INC.",HOUSTON,Harris,772667517,06: State controlled institution of higher education,A: New assistance action,"8900: ENERGY, DEPARTMENT OF",940000.0,0.0,940000.0,2010-01-12,2010-01-12,2011-11-01,TEXAS,HOUSTON,770534218,"ENERGY, DEPARTMENT OF",TAS::89 0331::TAS RECOVERY    RECOVERY ACT: SOUTH-CENTRAL SOLAR TRAINING CONSORTIUM,3100 MAIN ST STE MC1148,,0.0,0.0,h: Higher Education,"8900: ENERGY, DEPARTMENT OF",,48798
52dfa4939cb92703617727f64d1a383e,Energy Efficiency and Renewable Energy,UNITED SOLAR OVONIC LLC,AUBURN HILLS,OAKLAND,483260000,22: Profit organization,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)","8900: ENERGY, DEPARTMENT OF",2669303.0,0.0,2669303.0,2010-04-13,2007-07-30,2012-02-29,MICHIGAN,AUBURN HILLS,483260000,"ENERGY, DEPARTMENT OF",LOW COST THIN FILM BUILDING-INTEGRATED PHOTOVOLTAICS SYSTEMS,3800 LAPEER RD,,0.0,0.0,f: For-Profit Organization,"8900: ENERGY, DEPARTMENT OF",,48827
e75890e1b5795d29d0e89706b0c4af08,Energy Efficiency and Renewable Energy,TEXAS ENGINEERING EXPERIMENT STATION,COLLEGE STATION,BRAZOS,778450000,06: State controlled institution of higher education,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)","8900: ENERGY, DEPARTMENT OF",471543.0,0.0,471543.0,2010-03-09,2008-09-22,2011-12-31,TEXAS,COLLEGE STATION,778450000,"ENERGY, DEPARTMENT OF",MOLTEN SALT-CARBON NANOTUBE THERMAL ENERGY STORAGE FOR CONCENTRATING SOLAR POWER SYSTEMS,1470 WILLIAM D FITCH PKY,,0.0,0.0,h: Higher Education,"8900: ENERGY, DEPARTMENT OF",,48841
3c7ae596e4391fca03041ce89e90b7a0,Science,"PENNSYLVANIA STATE UNIVERSITY, THE",UNIVERSITY PARK,Centre,168020000,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),"8900: ENERGY, DEPARTMENT OF",49062.0,0.0,49062.0,2010-05-12,2008-05-14,2012-06-14,PENNSYLVANIA,UNIVERSITY PARK,168020000,"ENERGY, DEPARTMENT OF",PARAMETERIAZATION AND ANALYSIS OF 3-D SOLAR RADIATIVE TRANSFER IN CLOUDS,408 OLD MAIN,,0.0,0.0,h: Higher Education,"8900: ENERGY, DEPARTMENT OF",,48923
2dfee014b95e80e5ac3b322fdb316552,Science,NEW JERSEY INSTITUTE OF TECHNOLOGY,NEWARK,Essex,071021982,06: State controlled institution of higher education,A: New assistance action,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,110605.0,0.0,0.0,2010-02-10,2010-02-02,2013-02-01,NJ,Newark,071021982,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,Physics of rapid energy release in the solar flares is one of the key objectives within the NASA Heliophysics Research Program. The stored magnetic e,323 MARTIN LUTHER KING JR BLVD,,0.0,0.0,h: Higher Education,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,USA,55249
a0efba069d6daa558f5c36479b96f96a,,FRITZLER RESOURCES INC,ALAMOSA,ALAMOSA,811010000,22: Profit organization,D: Funding adjustment to completed project,"8900: ENERGY, DEPARTMENT OF",-6281.0,-9606.0,-15887.0,2010-05-27,2000-05-22,2004-08-15,COLORADO,ALAMOSA,811010000,"ENERGY, DEPARTMENT OF",APPLICATION OF SOLAR HEATING TO ASPHALTIC & PARRAFINIC OILS . REDUCING FUEL COSTS AND GRE ENHOUSE GASES DUE TO USE OF NATURAL GAS AND PROPANE,300 E Burlington Ave,,0.0,0.0,f: For-Profit Organization,"8900: ENERGY, DEPARTMENT OF",,56114
689c7c1b965fbdea4db7a77a7bff4e77,"Research and Related Activities, Recovery Act",INFRAMAT CORPORATION,Farmington,HARTFORD,060322597,23: Small business,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)",4900: NATIONAL SCIENCE FOUNDATION,-50000.0,0.0,0.0,2010-04-02,2009-07-01,2010-03-31,Connecticut,Farmington,060322597,NATIONAL SCIENCE FOUNDATION,STTR Phase I:  Spray-On Nanostructured Metal Oxide Films for Efficient Solar Energy Conversion,74 BATTERSON PARK RD,,0.0,0.0,f: For-Profit Organization,4900: NATIONAL SCIENCE FOUNDATION,USA,61442
3ffdde1b794b1f9b4694979b4e42e41c,"Research, Development, Test and Evaluation, Army",NORTHEAST SUSTAINABLE ENERGY A,GREENFIELD,FRANKLIN,013013212,12: Other nonprofit,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)",2100: DEPT OF THE ARMY,85753.0,0.0,0.0,2010-03-08,2010-03-15,2010-12-14,Massachusetts,Greenfield,013010000,DEPT OF THE ARMY,Junior Solar Sprint: A Middle School Inquiry Project in Model Solar Car Design and Construction,50 MILES ST,,0.0,0.0,n: Non-Profit Organization,9700: DEPT OF DEFENSE,USA,61689
fd82035f23639a632a2c8d9c60b7d095,,SOLAR CONNECTICUT - NORTH,WEST HARTFORD,HARTFORD,061170000,20: Private higher education,D: Funding adjustment to completed project,"8900: ENERGY, DEPARTMENT OF",-4.0,0.0,-4.0,2010-09-02,2004-09-30,2009-06-30,CONNECTICUT,WEST HARTFORD,061170000,"ENERGY, DEPARTMENT OF",MILLION SOLAR ROOFS INITIATIVE - ADVANCING THE INSTALLATION OF SOLAR ENERGY SYSTEMS  -  NEW FY04 AWARD,5430 Main St,,0.0,0.0,h: Higher Education,"8900: ENERGY, DEPARTMENT OF",,63965
9a66b8f451589db6486a210325027900,"Energy Efficiency and Renewable Energy, Recovery Act",MAINE COMMUNITY COLLEGE SYSTEM,FAIRFIELD,SOMERSET,049371337,06: State controlled institution of higher education,A: New assistance action,"8900: ENERGY, DEPARTMENT OF",954716.0,0.0,954716.0,2010-01-23,2010-01-23,2011-06-30,MAINE,FAIRFIELD (TOWN OF),049371367,"ENERGY, DEPARTMENT OF",TAS::89 0331::TAS RECOVERY    RECOVERY ACT: NORTHEAST PROVIDER OF SOLAR HEATING AND COOLING INSTRUCTOR TRAINING,92 Western Ave,,0.0,0.0,h: Higher Education,"8900: ENERGY, DEPARTMENT OF",,70949
